#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_bay_of_gulim_2;Bay of Gulim;Bay of Gulim;Bay of Gulim;;Bay of Gulim;;;;;;;;;x
b_bay_of_gulim_2_adj;Bay of Gulimian;;Bay of Gulimer;;;;;;;;;;;x
b_bay_of_gulim_3;Bay of Gulim;Bay of Gulim;Bay of Gulim;;Bay of Gulim;;;;;;;;;x
b_bay_of_gulim_3_adj;Bay of Gulimian;;Bay of Gulimer;;;;;;;;;;;x
b_bay_of_gulim_4;Bay of Gulim;Bay of Gulim;Bay of Gulim;;Bay of Gulim;;;;;;;;;x
b_bay_of_gulim_4_adj;Bay of Gulimian;;Bay of Gulimer;;;;;;;;;;;x
b_bay_of_gulim_5;Bay of Gulim;Bay of Gulim;Bay of Gulim;;Bay of Gulim;;;;;;;;;x
b_bay_of_gulim_5_adj;Bay of Gulimian;;Bay of Gulimer;;;;;;;;;;;x
b_bay_of_gulim_6;Bay of Gulim;Bay of Gulim;Bay of Gulim;;Bay of Gulim;;;;;;;;;x
b_bay_of_gulim_6_adj;Bay of Gulimian;;Bay of Gulimer;;;;;;;;;;;x
b_bay_of_gulim_7;Bay of Gulim;Bay of Gulim;Bay of Gulim;;Bay of Gulim;;;;;;;;;x
b_bay_of_gulim_7_adj;Bay of Gulimian;;Bay of Gulimer;;;;;;;;;;;x
b_bleeding_sea;Bleeding Sea;Bleeding Sea;Bleeding Sea;;Bleeding Sea;;;;;;;;;x
b_bleeding_sea_adj;Bleeding Sean;;Bleeding Ser;;;;;;;;;;;x
b_bleeding_sea_2;Bleeding Sea;Bleeding Sea;Bleeding Sea;;Bleeding Sea;;;;;;;;;x
b_bleeding_sea_2_adj;Bleeding Sean;;Bleeding Ser;;;;;;;;;;;x
b_bleeding_sea_3;Bleeding Sea;Bleeding Sea;Bleeding Sea;;Bleeding Sea;;;;;;;;;x
b_bleeding_sea_3_adj;Bleeding Sean;;Bleeding Ser;;;;;;;;;;;x
b_bleeding_sea_4;Bleeding Sea;Bleeding Sea;Bleeding Sea;;Bleeding Sea;;;;;;;;;x
b_bleeding_sea_4_adj;Bleeding Sean;;Bleeding Ser;;;;;;;;;;;x
b_bleeding_sea_5;Bleeding Sea;Bleeding Sea;Bleeding Sea;;Bleeding Sea;;;;;;;;;x
b_bleeding_sea_5_adj;Bleeding Sean;;Bleeding Ser;;;;;;;;;;;x
b_bleeding_sea_6;Bleeding Sea;Bleeding Sea;Bleeding Sea;;Bleeding Sea;;;;;;;;;x
b_bleeding_sea_6_adj;Bleeding Sean;;Bleeding Ser;;;;;;;;;;;x
b_bleeding_sea_7;Bleeding Sea;Bleeding Sea;Bleeding Sea;;Bleeding Sea;;;;;;;;;x
b_bleeding_sea_7_adj;Bleeding Sean;;Bleeding Ser;;;;;;;;;;;x
b_brightarth;Brightarth;Brightarth;Brightarth;;Brightarth;;;;;;;;;x
b_brightarth_adj;Brightarthian;;brightarther;;;;;;;;;;;x
b_brightarth_2;Brightarth;Brightarth;Brightarth;;Brightarth;;;;;;;;;x
b_brightarth_2_adj;Brightarthian;;brightarther;;;;;;;;;;;x
b_brightarth_3;Brightarth;Brightarth;Brightarth;;Brightarth;;;;;;;;;x
b_brightarth_3_adj;Brightarthian;;brightarther;;;;;;;;;;;x
b_brightarth_4;Brightarth;Brightarth;Brightarth;;Brightarth;;;;;;;;;x
b_brightarth_4_adj;Brightarthian;;brightarther;;;;;;;;;;;x
b_brightarth_5;Brightarth;Brightarth;Brightarth;;Brightarth;;;;;;;;;x
b_brightarth_5_adj;Brightarthian;;brightarther;;;;;;;;;;;x
b_brightarth_6;Brightarth;Brightarth;Brightarth;;Brightarth;;;;;;;;;x
b_brightarth_6_adj;Brightarthian;;brightarther;;;;;;;;;;;x
b_brightarth_7;Brightarth;Brightarth;Brightarth;;Brightarth;;;;;;;;;x
b_brightarth_7_adj;Brightarthian;;brightarther;;;;;;;;;;;x
b_cairun;Cairun;Cairun;Cairun;;Cairun;;;;;;;;;x
b_cairun_adj;Cairunian;;cairuner;;;;;;;;;;;x
b_cairun_2;Cairun;Cairun;Cairun;;Cairun;;;;;;;;;x
b_cairun_2_adj;Cairunian;;cairuner;;;;;;;;;;;x
b_cairun_3;Cairun;Cairun;Cairun;;Cairun;;;;;;;;;x
b_cairun_3_adj;Cairunian;;cairuner;;;;;;;;;;;x
b_cairun_4;Cairun;Cairun;Cairun;;Cairun;;;;;;;;;x
b_cairun_4_adj;Cairunian;;cairuner;;;;;;;;;;;x
b_cairun_5;Cairun;Cairun;Cairun;;Cairun;;;;;;;;;x
b_cairun_5_adj;Cairunian;;cairuner;;;;;;;;;;;x
b_cairun_6;Cairun;Cairun;Cairun;;Cairun;;;;;;;;;x
b_cairun_6_adj;Cairunian;;cairuner;;;;;;;;;;;x
b_cairun_7;Cairun;Cairun;Cairun;;Cairun;;;;;;;;;x
b_cairun_7_adj;Cairunian;;cairuner;;;;;;;;;;;x
b_caivus;Caivus;Caivus;Caivus;;Caivus;;;;;;;;;x
b_caivus_adj;Caivusian;;caivuser;;;;;;;;;;;x
b_caivus_2;Caivus;Caivus;Caivus;;Caivus;;;;;;;;;x
b_caivus_2_adj;Caivusian;;caivuser;;;;;;;;;;;x
b_caivus_3;Caivus;Caivus;Caivus;;Caivus;;;;;;;;;x
b_caivus_3_adj;Caivusian;;caivuser;;;;;;;;;;;x
b_caivus_4;Caivus;Caivus;Caivus;;Caivus;;;;;;;;;x
b_caivus_4_adj;Caivusian;;caivuser;;;;;;;;;;;x
b_caivus_5;Caivus;Caivus;Caivus;;Caivus;;;;;;;;;x
b_caivus_5_adj;Caivusian;;caivuser;;;;;;;;;;;x
b_caivus_6;Caivus;Caivus;Caivus;;Caivus;;;;;;;;;x
b_caivus_6_adj;Caivusian;;caivuser;;;;;;;;;;;x
b_caivus_7;Caivus;Caivus;Caivus;;Caivus;;;;;;;;;x
b_caivus_7_adj;Caivusian;;caivuser;;;;;;;;;;;x
b_clifrok;Clifrok;Clifrok;Clifrok;;Clifrok;;;;;;;;;x
b_clifrok_adj;Clifrokian;;clifroker;;;;;;;;;;;x
b_clifrok_2;Clifrok;Clifrok;Clifrok;;Clifrok;;;;;;;;;x
b_clifrok_2_adj;Clifrokian;;clifroker;;;;;;;;;;;x
b_clifrok_3;Clifrok;Clifrok;Clifrok;;Clifrok;;;;;;;;;x
b_clifrok_3_adj;Clifrokian;;clifroker;;;;;;;;;;;x
b_clifrok_4;Clifrok;Clifrok;Clifrok;;Clifrok;;;;;;;;;x
b_clifrok_4_adj;Clifrokian;;clifroker;;;;;;;;;;;x
b_clifrok_5;Clifrok;Clifrok;Clifrok;;Clifrok;;;;;;;;;x
b_clifrok_5_adj;Clifrokian;;clifroker;;;;;;;;;;;x
b_clifrok_6;Clifrok;Clifrok;Clifrok;;Clifrok;;;;;;;;;x
b_clifrok_6_adj;Clifrokian;;clifroker;;;;;;;;;;;x
b_clifrok_7;Clifrok;Clifrok;Clifrok;;Clifrok;;;;;;;;;x
b_clifrok_7_adj;Clifrokian;;clifroker;;;;;;;;;;;x
b_coffiton;Coffiton;Coffiton;Coffiton;;Coffiton;;;;;;;;;x
b_coffiton_adj;Coffitonian;;coffitoner;;;;;;;;;;;x
b_coffiton_2;Coffiton;Coffiton;Coffiton;;Coffiton;;;;;;;;;x
b_coffiton_2_adj;Coffitonian;;coffitoner;;;;;;;;;;;x
b_coffiton_3;Coffiton;Coffiton;Coffiton;;Coffiton;;;;;;;;;x
b_coffiton_3_adj;Coffitonian;;coffitoner;;;;;;;;;;;x
b_coffiton_4;Coffiton;Coffiton;Coffiton;;Coffiton;;;;;;;;;x
b_coffiton_4_adj;Coffitonian;;coffitoner;;;;;;;;;;;x
b_coffiton_5;Coffiton;Coffiton;Coffiton;;Coffiton;;;;;;;;;x
b_coffiton_5_adj;Coffitonian;;coffitoner;;;;;;;;;;;x
b_coffiton_6;Coffiton;Coffiton;Coffiton;;Coffiton;;;;;;;;;x
b_coffiton_6_adj;Coffitonian;;coffitoner;;;;;;;;;;;x
b_coffiton_7;Coffiton;Coffiton;Coffiton;;Coffiton;;;;;;;;;x
b_coffiton_7_adj;Coffitonian;;coffitoner;;;;;;;;;;;x
b_cold_heartlands;Cold Heartlands;Cold Heartlands;Cold Heartlands;;Cold Heartlands;;;;;;;;;x
b_cold_heartlands_adj;Cold Heartlandsian;;Cold Heartlandser;;;;;;;;;;;x
b_cold_heartlands_2;Cold Heartlands;Cold Heartlands;Cold Heartlands;;Cold Heartlands;;;;;;;;;x
b_cold_heartlands_2_adj;Cold Heartlandsian;;Cold Heartlandser;;;;;;;;;;;x
b_cold_heartlands_3;Cold Heartlands;Cold Heartlands;Cold Heartlands;;Cold Heartlands;;;;;;;;;x
b_cold_heartlands_3_adj;Cold Heartlandsian;;Cold Heartlandser;;;;;;;;;;;x
b_cold_heartlands_4;Cold Heartlands;Cold Heartlands;Cold Heartlands;;Cold Heartlands;;;;;;;;;x
b_cold_heartlands_4_adj;Cold Heartlandsian;;Cold Heartlandser;;;;;;;;;;;x
b_cold_heartlands_5;Cold Heartlands;Cold Heartlands;Cold Heartlands;;Cold Heartlands;;;;;;;;;x
b_cold_heartlands_5_adj;Cold Heartlandsian;;Cold Heartlandser;;;;;;;;;;;x
b_cold_heartlands_6;Cold Heartlands;Cold Heartlands;Cold Heartlands;;Cold Heartlands;;;;;;;;;x
b_cold_heartlands_6_adj;Cold Heartlandsian;;Cold Heartlandser;;;;;;;;;;;x
b_cold_heartlands_7;Cold Heartlands;Cold Heartlands;Cold Heartlands;;Cold Heartlands;;;;;;;;;x
b_cold_heartlands_7_adj;Cold Heartlandsian;;Cold Heartlandser;;;;;;;;;;;x
b_cubere;Cubere;Cubere;Cubere;;Cubere;;;;;;;;;x
b_cubere_adj;Cuberean;;cuberer;;;;;;;;;;;x
b_cubere_2;Cubere;Cubere;Cubere;;Cubere;;;;;;;;;x
b_cubere_2_adj;Cuberean;;cuberer;;;;;;;;;;;x
b_cubere_3;Cubere;Cubere;Cubere;;Cubere;;;;;;;;;x
b_cubere_3_adj;Cuberean;;cuberer;;;;;;;;;;;x
b_cubere_4;Cubere;Cubere;Cubere;;Cubere;;;;;;;;;x
b_cubere_4_adj;Cuberean;;cuberer;;;;;;;;;;;x
b_cubere_5;Cubere;Cubere;Cubere;;Cubere;;;;;;;;;x
b_cubere_5_adj;Cuberean;;cuberer;;;;;;;;;;;x
b_cubere_6;Cubere;Cubere;Cubere;;Cubere;;;;;;;;;x
b_cubere_6_adj;Cuberean;;cuberer;;;;;;;;;;;x
b_cubere_7;Cubere;Cubere;Cubere;;Cubere;;;;;;;;;x
b_cubere_7_adj;Cuberean;;cuberer;;;;;;;;;;;x
b_dairun;Dairun;Dairun;Dairun;;Dairun;;;;;;;;;x
b_dairun_adj;Dairunian;;dairuner;;;;;;;;;;;x
b_dairun_2;Dairun;Dairun;Dairun;;Dairun;;;;;;;;;x
b_dairun_2_adj;Dairunian;;dairuner;;;;;;;;;;;x
b_dairun_3;Dairun;Dairun;Dairun;;Dairun;;;;;;;;;x
b_dairun_3_adj;Dairunian;;dairuner;;;;;;;;;;;x
b_dairun_4;Dairun;Dairun;Dairun;;Dairun;;;;;;;;;x
b_dairun_4_adj;Dairunian;;dairuner;;;;;;;;;;;x
b_dairun_5;Dairun;Dairun;Dairun;;Dairun;;;;;;;;;x
b_dairun_5_adj;Dairunian;;dairuner;;;;;;;;;;;x
b_dairun_6;Dairun;Dairun;Dairun;;Dairun;;;;;;;;;x
b_dairun_6_adj;Dairunian;;dairuner;;;;;;;;;;;x
b_dairun_7;Dairun;Dairun;Dairun;;Dairun;;;;;;;;;x
b_dairun_7_adj;Dairunian;;dairuner;;;;;;;;;;;x
b_damien_hills;Damien Hills;Damien Hills;Damien Hills;;Damien Hills;;;;;;;;;x
b_damien_hills_adj;Damien Hillsian;;Damien Hillser;;;;;;;;;;;x
b_damien_hills_2;Damien Hills;Damien Hills;Damien Hills;;Damien Hills;;;;;;;;;x
b_damien_hills_2_adj;Damien Hillsian;;Damien Hillser;;;;;;;;;;;x
b_damien_hills_3;Damien Hills;Damien Hills;Damien Hills;;Damien Hills;;;;;;;;;x
b_damien_hills_3_adj;Damien Hillsian;;Damien Hillser;;;;;;;;;;;x
b_damien_hills_4;Damien Hills;Damien Hills;Damien Hills;;Damien Hills;;;;;;;;;x
b_damien_hills_4_adj;Damien Hillsian;;Damien Hillser;;;;;;;;;;;x
b_damien_hills_5;Damien Hills;Damien Hills;Damien Hills;;Damien Hills;;;;;;;;;x
b_damien_hills_5_adj;Damien Hillsian;;Damien Hillser;;;;;;;;;;;x
b_damien_hills_6;Damien Hills;Damien Hills;Damien Hills;;Damien Hills;;;;;;;;;x
b_damien_hills_6_adj;Damien Hillsian;;Damien Hillser;;;;;;;;;;;x
b_damien_hills_7;Damien Hills;Damien Hills;Damien Hills;;Damien Hills;;;;;;;;;x
b_damien_hills_7_adj;Damien Hillsian;;Damien Hillser;;;;;;;;;;;x
b_demarion_keep;Demarion Keep;Demarion Keep;Demarion Keep;;Demarion Keep;;;;;;;;;x
b_demarion_keep_adj;Demarion Keepian;;Demarion Keeper;;;;;;;;;;;x
b_demarion_keep_2;Demarion Keep;Demarion Keep;Demarion Keep;;Demarion Keep;;;;;;;;;x
b_demarion_keep_2_adj;Demarion Keepian;;Demarion Keeper;;;;;;;;;;;x
b_demarion_keep_3;Demarion Keep;Demarion Keep;Demarion Keep;;Demarion Keep;;;;;;;;;x
b_demarion_keep_3_adj;Demarion Keepian;;Demarion Keeper;;;;;;;;;;;x
b_demarion_keep_4;Demarion Keep;Demarion Keep;Demarion Keep;;Demarion Keep;;;;;;;;;x
b_demarion_keep_4_adj;Demarion Keepian;;Demarion Keeper;;;;;;;;;;;x
b_demarion_keep_5;Demarion Keep;Demarion Keep;Demarion Keep;;Demarion Keep;;;;;;;;;x
b_demarion_keep_5_adj;Demarion Keepian;;Demarion Keeper;;;;;;;;;;;x
b_demarion_keep_6;Demarion Keep;Demarion Keep;Demarion Keep;;Demarion Keep;;;;;;;;;x
b_demarion_keep_6_adj;Demarion Keepian;;Demarion Keeper;;;;;;;;;;;x
b_demarion_keep_7;Demarion Keep;Demarion Keep;Demarion Keep;;Demarion Keep;;;;;;;;;x
b_demarion_keep_7_adj;Demarion Keepian;;Demarion Keeper;;;;;;;;;;;x
b_dinera;Dinera;Dinera;Dinera;;Dinera;;;;;;;;;x
b_dinera_adj;Dineran;;dinerer;;;;;;;;;;;x
b_dinera_2;Dinera;Dinera;Dinera;;Dinera;;;;;;;;;x
b_dinera_2_adj;Dineran;;dinerer;;;;;;;;;;;x
b_dinera_3;Dinera;Dinera;Dinera;;Dinera;;;;;;;;;x
b_dinera_3_adj;Dineran;;dinerer;;;;;;;;;;;x
b_dinera_4;Dinera;Dinera;Dinera;;Dinera;;;;;;;;;x
b_dinera_4_adj;Dineran;;dinerer;;;;;;;;;;;x
b_dinera_5;Dinera;Dinera;Dinera;;Dinera;;;;;;;;;x
b_dinera_5_adj;Dineran;;dinerer;;;;;;;;;;;x
b_dinera_6;Dinera;Dinera;Dinera;;Dinera;;;;;;;;;x
b_dinera_6_adj;Dineran;;dinerer;;;;;;;;;;;x
b_dinera_7;Dinera;Dinera;Dinera;;Dinera;;;;;;;;;x
b_dinera_7_adj;Dineran;;dinerer;;;;;;;;;;;x
b_east_garrilev;East Garrilev;East Garrilev;East Garrilev;;East Garrilev;;;;;;;;;x
b_east_garrilev_adj;East Garrilevian;;East Garrilever;;;;;;;;;;;x
b_east_garrilev_2;East Garrilev;East Garrilev;East Garrilev;;East Garrilev;;;;;;;;;x
b_east_garrilev_2_adj;East Garrilevian;;East Garrilever;;;;;;;;;;;x
b_east_garrilev_3;East Garrilev;East Garrilev;East Garrilev;;East Garrilev;;;;;;;;;x
b_east_garrilev_3_adj;East Garrilevian;;East Garrilever;;;;;;;;;;;x
b_east_garrilev_4;East Garrilev;East Garrilev;East Garrilev;;East Garrilev;;;;;;;;;x
b_east_garrilev_4_adj;East Garrilevian;;East Garrilever;;;;;;;;;;;x
b_east_garrilev_5;East Garrilev;East Garrilev;East Garrilev;;East Garrilev;;;;;;;;;x
b_east_garrilev_5_adj;East Garrilevian;;East Garrilever;;;;;;;;;;;x
b_east_garrilev_6;East Garrilev;East Garrilev;East Garrilev;;East Garrilev;;;;;;;;;x
b_east_garrilev_6_adj;East Garrilevian;;East Garrilever;;;;;;;;;;;x
b_east_garrilev_7;East Garrilev;East Garrilev;East Garrilev;;East Garrilev;;;;;;;;;x
b_east_garrilev_7_adj;East Garrilevian;;East Garrilever;;;;;;;;;;;x
b_elbens_bridge;Elben’s Bridge;Elben’s Bridge;Elben’s Bridge;;Elben’s Bridge;;;;;;;;;x
b_elbens_bridge_adj;Elben’s Bridgean;;Elben’s Bridger;;;;;;;;;;;x
b_elbens_bridge_2;Elben’s Bridge;Elben’s Bridge;Elben’s Bridge;;Elben’s Bridge;;;;;;;;;x
b_elbens_bridge_2_adj;Elben’s Bridgean;;Elben’s Bridger;;;;;;;;;;;x
b_elbens_bridge_3;Elben’s Bridge;Elben’s Bridge;Elben’s Bridge;;Elben’s Bridge;;;;;;;;;x
b_elbens_bridge_3_adj;Elben’s Bridgean;;Elben’s Bridger;;;;;;;;;;;x
b_elbens_bridge_4;Elben’s Bridge;Elben’s Bridge;Elben’s Bridge;;Elben’s Bridge;;;;;;;;;x
b_elbens_bridge_4_adj;Elben’s Bridgean;;Elben’s Bridger;;;;;;;;;;;x
b_elbens_bridge_5;Elben’s Bridge;Elben’s Bridge;Elben’s Bridge;;Elben’s Bridge;;;;;;;;;x
b_elbens_bridge_5_adj;Elben’s Bridgean;;Elben’s Bridger;;;;;;;;;;;x
b_elbens_bridge_6;Elben’s Bridge;Elben’s Bridge;Elben’s Bridge;;Elben’s Bridge;;;;;;;;;x
b_elbens_bridge_6_adj;Elben’s Bridgean;;Elben’s Bridger;;;;;;;;;;;x
b_elbens_bridge_7;Elben’s Bridge;Elben’s Bridge;Elben’s Bridge;;Elben’s Bridge;;;;;;;;;x
b_elbens_bridge_7_adj;Elben’s Bridgean;;Elben’s Bridger;;;;;;;;;;;x
b_endost;Endost;Endost;Endost;;Endost;;;;;;;;;x
b_endost_adj;Endostian;;endoster;;;;;;;;;;;x
b_endost_2;Endost;Endost;Endost;;Endost;;;;;;;;;x
b_endost_2_adj;Endostian;;endoster;;;;;;;;;;;x
b_endost_3;Endost;Endost;Endost;;Endost;;;;;;;;;x
b_endost_3_adj;Endostian;;endoster;;;;;;;;;;;x
b_endost_4;Endost;Endost;Endost;;Endost;;;;;;;;;x
b_endost_4_adj;Endostian;;endoster;;;;;;;;;;;x
b_endost_5;Endost;Endost;Endost;;Endost;;;;;;;;;x
b_endost_5_adj;Endostian;;endoster;;;;;;;;;;;x
b_endost_6;Endost;Endost;Endost;;Endost;;;;;;;;;x
b_endost_6_adj;Endostian;;endoster;;;;;;;;;;;x
b_endost_7;Endost;Endost;Endost;;Endost;;;;;;;;;x
b_endost_7_adj;Endostian;;endoster;;;;;;;;;;;x
b_estden;Estden;Estden;Estden;;Estden;;;;;;;;;x
b_estden_adj;Estdenian;;estdener;;;;;;;;;;;x
b_estden_2;Estden;Estden;Estden;;Estden;;;;;;;;;x
b_estden_2_adj;Estdenian;;estdener;;;;;;;;;;;x
b_estden_3;Estden;Estden;Estden;;Estden;;;;;;;;;x
b_estden_3_adj;Estdenian;;estdener;;;;;;;;;;;x
b_estden_4;Estden;Estden;Estden;;Estden;;;;;;;;;x
b_estden_4_adj;Estdenian;;estdener;;;;;;;;;;;x
b_estden_5;Estden;Estden;Estden;;Estden;;;;;;;;;x
b_estden_5_adj;Estdenian;;estdener;;;;;;;;;;;x
b_estden_6;Estden;Estden;Estden;;Estden;;;;;;;;;x
b_estden_6_adj;Estdenian;;estdener;;;;;;;;;;;x
b_estden_7;Estden;Estden;Estden;;Estden;;;;;;;;;x
b_estden_7_adj;Estdenian;;estdener;;;;;;;;;;;x
b_fletcherling;Fletcherling;Fletcherling;Fletcherling;;Fletcherling;;;;;;;;;x
b_fletcherling_adj;Fletcherlingian;;fletcherlinger;;;;;;;;;;;x
b_fletcherling_2;Fletcherling;Fletcherling;Fletcherling;;Fletcherling;;;;;;;;;x
b_fletcherling_2_adj;Fletcherlingian;;fletcherlinger;;;;;;;;;;;x
b_fletcherling_3;Fletcherling;Fletcherling;Fletcherling;;Fletcherling;;;;;;;;;x
b_fletcherling_3_adj;Fletcherlingian;;fletcherlinger;;;;;;;;;;;x
b_fletcherling_4;Fletcherling;Fletcherling;Fletcherling;;Fletcherling;;;;;;;;;x
b_fletcherling_4_adj;Fletcherlingian;;fletcherlinger;;;;;;;;;;;x
b_fletcherling_5;Fletcherling;Fletcherling;Fletcherling;;Fletcherling;;;;;;;;;x
b_fletcherling_5_adj;Fletcherlingian;;fletcherlinger;;;;;;;;;;;x
b_fletcherling_6;Fletcherling;Fletcherling;Fletcherling;;Fletcherling;;;;;;;;;x
b_fletcherling_6_adj;Fletcherlingian;;fletcherlinger;;;;;;;;;;;x
b_fletcherling_7;Fletcherling;Fletcherling;Fletcherling;;Fletcherling;;;;;;;;;x
b_fletcherling_7_adj;Fletcherlingian;;fletcherlinger;;;;;;;;;;;x
b_fort_jurim;Fort Jurim;Fort Jurim;Fort Jurim;;Fort Jurim;;;;;;;;;x
b_fort_jurim_adj;Fort Jurimian;;Fort Jurimer;;;;;;;;;;;x
b_fort_jurim_2;Fort Jurim;Fort Jurim;Fort Jurim;;Fort Jurim;;;;;;;;;x
b_fort_jurim_2_adj;Fort Jurimian;;Fort Jurimer;;;;;;;;;;;x
b_fort_jurim_3;Fort Jurim;Fort Jurim;Fort Jurim;;Fort Jurim;;;;;;;;;x
b_fort_jurim_3_adj;Fort Jurimian;;Fort Jurimer;;;;;;;;;;;x
b_fort_jurim_4;Fort Jurim;Fort Jurim;Fort Jurim;;Fort Jurim;;;;;;;;;x
b_fort_jurim_4_adj;Fort Jurimian;;Fort Jurimer;;;;;;;;;;;x
b_fort_jurim_5;Fort Jurim;Fort Jurim;Fort Jurim;;Fort Jurim;;;;;;;;;x
b_fort_jurim_5_adj;Fort Jurimian;;Fort Jurimer;;;;;;;;;;;x
b_fort_jurim_6;Fort Jurim;Fort Jurim;Fort Jurim;;Fort Jurim;;;;;;;;;x
b_fort_jurim_6_adj;Fort Jurimian;;Fort Jurimer;;;;;;;;;;;x
b_fort_jurim_7;Fort Jurim;Fort Jurim;Fort Jurim;;Fort Jurim;;;;;;;;;x
b_fort_jurim_7_adj;Fort Jurimian;;Fort Jurimer;;;;;;;;;;;x
b_gervennin;Gervennin;Gervennin;Gervennin;;Gervennin;;;;;;;;;x
b_gervennin_adj;Gervenninian;;gervenniner;;;;;;;;;;;x
b_gervennin_2;Gervennin;Gervennin;Gervennin;;Gervennin;;;;;;;;;x
